SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range
CC(O)=Nc1nc(C)c(-c2cc3c(c(NS(C)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,1.9761092525967099,2.267022161991698,400-500,100-150,5-7,5-7,1-3,3-4
CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,2.6921621909190887,3.456622659303656,300-400,100-150,5-7,7-10,1-3,2-3
CNC(=NC#N)NCCSCc1nc[nH]c1C,2.8934757581325874,2.6994482165547997,200-300,75-100,5-7,3-5,3-5,0-1
Cc1c(O)ccc2c1CCN(CC(C)C)C2c1ccc(C=CC(=O)O)cc1,3.0965818164476406,3.1738240641526563,300-400,50-75,5-7,3-5,1-3,>=4
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,3.410668489190604,2.155580485727476,200-300,<50,3-5,3-5,1-3,1-2
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.287913415959184,3.600600000727901,500-600,100-150,>=10,7-10,1-3,>=4
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,4.122080832950807,2.779635212312483,200-300,<50,3-5,1-3,1-3,3-4
CC#Cc1cc(C)nc(Nc2ccccc2)n1,4.1280255686453655,3.484318607371102,200-300,<50,<3,3-5,1-3,2-3
CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)NC,2.555515447706522,1.3205016404694867,400-500,>=150,7-10,>=10,3-5,0-1
CCCCC1(C(=O)NC(=O)NC1=O)CC,1.2489433592459278,1.7637320105478933,200-300,75-100,3-5,3-5,1-3,0-1
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,2.8724709044065726,2.630394674066566,200-300,<50,5-7,1-3,1-3,2-3
Cc1ccc(N(C)C)cc1,3.753642187338818,3.9675113343411903,<200,<50,<3,1-3,<1,2-3
CC(Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1,3.6819853555324933,4.44220292070873,500-600,100-150,7-10,>=10,1-3,3-4
O=C(O)c1cccc(N(Cc2cccnc2)c2ccc(OC(F)F)c(OC(F)F)c2)c1,3.2985653229019083,3.023623034903082,400-500,50-75,7-10,5-7,1-3,>=4
CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,3.8230978161265963,2.7685205208186097,300-400,50-75,3-5,3-5,1-3,>=4
CC(C)CN1C(C)Cc2cc(O)ccc2C1(C)c1ccc(C=CC(=O)O)cc1,3.743552281957941,3.8458276458247784,300-400,50-75,5-7,3-5,1-3,>=4
CNS(=O)(=O)c1cc(-c2sc(NC(C)=O)nc2C)cc2c1C(=O)N(C(C)C1CC1)C2,2.0379430299897106,0.8207265198063667,400-500,100-150,5-7,5-7,1-3,2-3
CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,2.7614387701453613,1.3346668003452398,200-300,50-75,<3,3-5,1-3,1-2
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,4.961059549304379,6.089416461728909,300-400,75-100,>=10,5-7,1-3,3-4
CCC(=NOCC=CCl)C1C(=O)CC(C2CCOCC2)CC1=O,2.700143411291923,2.2534852543804322,300-400,50-75,5-7,5-7,<1,3-4
CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,3.1201510517353968,4.360494395961876,200-300,50-75,3-5,3-5,1-3,3-4
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.3416344522781434,2.986957674107695,400-500,<50,5-7,5-7,1-3,>=4
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,2.4019945078251603,1.8793304298993059,200-300,<50,<3,1-3,<1,3-4
CC1=C(C(=O)N(C(=O)N1)C(C)(C)C)Cl,2.935888009634242,1.9140729085721426,200-300,50-75,<3,3-5,1-3,1-2
CC1(CCC(=CC2=CC=C(C=C2)Cl)C1(CN3C=NC=N3)O)C,2.1379078333002473,2.8073540561648045,300-400,50-75,3-5,3-5,1-3,3-4
CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,3.180275785644161,4.02730581590257,200-300,50-75,<3,3-5,1-3,1-2
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,3.9224287803612468,4.792330848733125,300-400,50-75,3-5,3-5,1-3,>=4
CCOC(=O)C1=CC=C(C=C1)O,5.106875190173645,4.987951497816011,<200,<50,<3,3-5,1-3,1-2
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,3.0563948952104085,2.8439957281910964,200-300,50-75,<3,5-7,<1,0-1
C1C2=CC=CC=C2C3=CC=CC=C31,3.286126548501406,3.4574247103249465,<200,<50,<3,<1,<1,3-4
COC(=O)C=C(C)OP(=O)(OC)OC,2.045138210088986,2.5617295641011073,200-300,50-75,5-7,5-7,<1,1-2
CC(=O)Nc1ccc(O)cc1,4.71463946099705,0.649946912270624,<200,<50,<3,1-3,1-3,1-2
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,3.514561498382433,4.367618078184806,400-500,50-75,5-7,5-7,<1,>=4
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O,4.104809715876162,4.120746704603301,300-400,50-75,5-7,5-7,<1,2-3
Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC2COC2)n1,2.4328684935618874,2.1866286493522855,400-500,100-150,5-7,7-10,1-3,1-2
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,2.9113538659192852,3.7184368000437407,200-300,<50,3-5,3-5,1-3,3-4
N=C1C=NN(c2ccccc2)C(=O)C1Cl,2.6391615252270166,1.7510043648317168,200-300,50-75,<3,3-5,1-3,1-2
C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,2.522470372656628,1.4991894926346008,400-500,75-100,<3,5-7,1-3,>=4
C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,2.194778654357217,2.0970174392014087,200-300,75-100,3-5,5-7,1-3,0-1
C=CC(O)=Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.1368202575181727,2.7244535934877994,500-600,75-100,>=10,7-10,1-3,>=4
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,4.522691800380266,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4
C(CNCCN)N,4.2062471882244905,1.8076710230351156,<200,50-75,3-5,3-5,3-5,<0
C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O,3.9673751183113994,3.249656482282344,200-300,<50,<3,1-3,1-3,3-4
CC(C)(C)C1=C(C=CC(=C1)OC)O,3.9759495423986437,2.9424769503830155,<200,<50,<3,1-3,1-3,2-3
CC(C)C1=CC(=CC=C1)O,4.225075147585699,3.944133307106349,<200,<50,<3,1-3,1-3,2-3
CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,2.8920504365472306,0.0023786338062618405,300-400,<50,3-5,3-5,<1,>=4
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,3.838323378129778,4.847737547758402,300-400,50-75,7-10,7-10,<1,2-3
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1.6068426614946396,1.8793304298993059,200-300,<50,<3,1-3,<1,3-4
